"File","Original Link","Converted Text","Target Path","Category","Timestamp"
"notes/ics/ccc/docs/C-Implementation/C-Implementation.md","[C.05-risks-and-mitigation.md](notes/ics/ccc/v0.2/C-Implementation/C.05-risks-and-mitigation.md)","C.05-risks-and-mitigation.md","notes/ics/ccc/v0.2/C-Implementation/C.05-risks-and-mitigation.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/C-Implementation/C-Implementation.md","[C.06-success-metrics.md](notes/ics/ccc/v0.2/C-Implementation/C.06-success-metrics.md)","C.06-success-metrics.md","notes/ics/ccc/v0.2/C-Implementation/C.06-success-metrics.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/C-Implementation/C-Implementation.md","[C.07-conflict-resolution.md](notes/ics/ccc/v0.2/C-Implementation/C.07-conflict-resolution.md)","C.07-conflict-resolution.md","notes/ics/ccc/v0.2/C-Implementation/C.07-conflict-resolution.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/README.md","[A.01-pdf-cover.md](notes/ics/ccc/v0.2/A-Cover/A.01-pdf-cover.md)","A.01-pdf-cover.md","notes/ics/ccc/v0.2/A-Cover/A.01-pdf-cover.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/README.md","[A.02-table-of-contents.md](notes/ics/ccc/v0.2/A-Cover/A.02-table-of-contents.md)","A.02-table-of-contents.md","notes/ics/ccc/v0.2/A-Cover/A.02-table-of-contents.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/README.md","[A-Cover.md](notes/ics/ccc/v0.2/A-Cover/A-Cover.md)","A-Cover.md","notes/ics/ccc/v0.2/A-Cover/A-Cover.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[A.01-cover-page.md](notes/ics/ccc/v0.2/A-Introduction/A.01-cover-page.md)","A.01-cover-page.md","notes/ics/ccc/v0.2/A-Introduction/A.01-cover-page.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[A.02-executive-summary.md](notes/ics/ccc/v0.2/A-Introduction/A.02-executive-summary.md)","A.02-executive-summary.md","notes/ics/ccc/v0.2/A-Introduction/A.02-executive-summary.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[A.03-how-to-use.md](notes/ics/ccc/v0.2/A-Introduction/A.03-how-to-use.md)","A.03-how-to-use.md","notes/ics/ccc/v0.2/A-Introduction/A.03-how-to-use.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[A.04-table-of-contents.md](notes/ics/ccc/v0.2/A-Introduction/A.04-table-of-contents.md)","A.04-table-of-contents.md","notes/ics/ccc/v0.2/A-Introduction/A.04-table-of-contents.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[B.01-introduction.md](notes/ics/ccc/v0.2/B-Overview/B.01-introduction.md)","B.01-introduction.md","notes/ics/ccc/v0.2/B-Overview/B.01-introduction.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[B.02-why-community-exchange.md](notes/ics/ccc/v0.2/B-Overview/B.02-why-community-exchange.md)","B.02-why-community-exchange.md","notes/ics/ccc/v0.2/B-Overview/B.02-why-community-exchange.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[B.03-how-it-works.md](notes/ics/ccc/v0.2/B-Overview/B.03-how-it-works.md)","B.03-how-it-works.md","notes/ics/ccc/v0.2/B-Overview/B.03-how-it-works.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[B.04-visual-concept.md](notes/ics/ccc/v0.2/B-Overview/B.04-visual-concept.md)","B.04-visual-concept.md","notes/ics/ccc/v0.2/B-Overview/B.04-visual-concept.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[B.05-principles-and-values.md](notes/ics/ccc/v0.2/B-Overview/B.05-principles-and-values.md)","B.05-principles-and-values.md","notes/ics/ccc/v0.2/B-Overview/B.05-principles-and-values.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[C.01-onboarding-process.md](notes/ics/ccc/v0.2/C-Implementation/C.01-onboarding-process.md)","C.01-onboarding-process.md","notes/ics/ccc/v0.2/C-Implementation/C.01-onboarding-process.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[C.02-implementation-timeline.md](notes/ics/ccc/v0.2/C-Implementation/C.02-implementation-timeline.md)","C.02-implementation-timeline.md","notes/ics/ccc/v0.2/C-Implementation/C.02-implementation-timeline.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[C.03-governance-structure.md](notes/ics/ccc/v0.2/C-Implementation/C.03-governance-structure.md)","C.03-governance-structure.md","notes/ics/ccc/v0.2/C-Implementation/C.03-governance-structure.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[C.04-technology-implementation.md](notes/ics/ccc/v0.2/C-Implementation/C.04-technology-implementation.md)","C.04-technology-implementation.md","notes/ics/ccc/v0.2/C-Implementation/C.04-technology-implementation.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[C.05-risks-and-mitigation.md](notes/ics/ccc/v0.2/C-Implementation/C.05-risks-and-mitigation.md)","C.05-risks-and-mitigation.md","notes/ics/ccc/v0.2/C-Implementation/C.05-risks-and-mitigation.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[C.06-success-metrics.md](notes/ics/ccc/v0.2/C-Implementation/C.06-success-metrics.md)","C.06-success-metrics.md","notes/ics/ccc/v0.2/C-Implementation/C.06-success-metrics.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[C.07-conflict-resolution.md](notes/ics/ccc/v0.2/C-Implementation/C.07-conflict-resolution.md)","C.07-conflict-resolution.md","notes/ics/ccc/v0.2/C-Implementation/C.07-conflict-resolution.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[D.01-commitment-examples.md](notes/ics/ccc/v0.2/D-Examples/D.01-commitment-examples.md)","D.01-commitment-examples.md","notes/ics/ccc/v0.2/D-Examples/D.01-commitment-examples.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[D.02-voucher-flow-examples.md](notes/ics/ccc/v0.2/D-Examples/D.02-voucher-flow-examples.md)","D.02-voucher-flow-examples.md","notes/ics/ccc/v0.2/D-Examples/D.02-voucher-flow-examples.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[D.03-testimonial-scenarios.md](notes/ics/ccc/v0.2/D-Examples/D.03-testimonial-scenarios.md)","D.03-testimonial-scenarios.md","notes/ics/ccc/v0.2/D-Examples/D.03-testimonial-scenarios.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[D.04-scaling-with-bread.md](notes/ics/ccc/v0.2/D-Examples/D.04-scaling-with-bread.md)","D.04-scaling-with-bread.md","notes/ics/ccc/v0.2/D-Examples/D.04-scaling-with-bread.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[E.01-adding-commitments.md](notes/ics/ccc/v0.2/E-Guides/E.01-adding-commitments.md)","E.01-adding-commitments.md","notes/ics/ccc/v0.2/E-Guides/E.01-adding-commitments.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[E.02-requesting-from-pool.md](notes/ics/ccc/v0.2/E-Guides/E.02-requesting-from-pool.md)","E.02-requesting-from-pool.md","notes/ics/ccc/v0.2/E-Guides/E.02-requesting-from-pool.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[E.03-tracking-voucher-balance.md](notes/ics/ccc/v0.2/E-Guides/E.03-tracking-voucher-balance.md)","E.03-tracking-voucher-balance.md","notes/ics/ccc/v0.2/E-Guides/E.03-tracking-voucher-balance.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[E.04-handling-exchange-issues.md](notes/ics/ccc/v0.2/E-Guides/E.04-handling-exchange-issues.md)","E.04-handling-exchange-issues.md","notes/ics/ccc/v0.2/E-Guides/E.04-handling-exchange-issues.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[E.05-inviting-new-members.md](notes/ics/ccc/v0.2/E-Guides/E.05-inviting-new-members.md)","E.05-inviting-new-members.md","notes/ics/ccc/v0.2/E-Guides/E.05-inviting-new-members.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[E.06-participating-in-connection-commons.md](notes/ics/ccc/v0.2/E-Guides/E.06-participating-in-connection-commons.md)","E.06-participating-in-connection-commons.md","notes/ics/ccc/v0.2/E-Guides/E.06-participating-in-connection-commons.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[E.07-proposing-community-activities.md](notes/ics/ccc/v0.2/E-Guides/E.07-proposing-community-activities.md)","E.07-proposing-community-activities.md","notes/ics/ccc/v0.2/E-Guides/E.07-proposing-community-activities.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[E.08-using-technology-tools.md](notes/ics/ccc/v0.2/E-Guides/E.08-using-technology-tools.md)","E.08-using-technology-tools.md","notes/ics/ccc/v0.2/E-Guides/E.08-using-technology-tools.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[F.01-connection-commons.md](notes/ics/ccc/v0.2/F-Activities/F.01-connection-commons.md)","F.01-connection-commons.md","notes/ics/ccc/v0.2/F-Activities/F.01-connection-commons.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[F.02-celebrations-and-reviews.md](notes/ics/ccc/v0.2/F-Activities/F.02-celebrations-and-reviews.md)","F.02-celebrations-and-reviews.md","notes/ics/ccc/v0.2/F-Activities/F.02-celebrations-and-reviews.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[F.03-jubilee.md](notes/ics/ccc/v0.2/F-Activities/F.03-jubilee.md)","F.03-jubilee.md","notes/ics/ccc/v0.2/F-Activities/F.03-jubilee.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[F.04-community-market-day.md](notes/ics/ccc/v0.2/F-Activities/F.04-community-market-day.md)","F.04-community-market-day.md","notes/ics/ccc/v0.2/F-Activities/F.04-community-market-day.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[F.05-new-member-orientation.md](notes/ics/ccc/v0.2/F-Activities/F.05-new-member-orientation.md)","F.05-new-member-orientation.md","notes/ics/ccc/v0.2/F-Activities/F.05-new-member-orientation.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[F.06-steward-circle-meetings.md](notes/ics/ccc/v0.2/F-Activities/F.06-steward-circle-meetings.md)","F.06-steward-circle-meetings.md","notes/ics/ccc/v0.2/F-Activities/F.06-steward-circle-meetings.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[F.07-commitment-showcase.md](notes/ics/ccc/v0.2/F-Activities/F.07-commitment-showcase.md)","F.07-commitment-showcase.md","notes/ics/ccc/v0.2/F-Activities/F.07-commitment-showcase.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[F.08-community-connection-commons-launch-may7.md](notes/ics/ccc/v0.2/F-Activities/F.08-community-connection-commons-launch-may7.md)","F.08-community-connection-commons-launch-may7.md","notes/ics/ccc/v0.2/F-Activities/F.08-community-connection-commons-launch-may7.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[G.01-scaling-strategy.md](notes/ics/ccc/v0.2/G-Future/G.01-scaling-strategy.md)","G.01-scaling-strategy.md","notes/ics/ccc/v0.2/G-Future/G.01-scaling-strategy.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[G.02-neighbourhood-networks.md](notes/ics/ccc/v0.2/G-Future/G.02-neighbourhood-networks.md)","G.02-neighbourhood-networks.md","notes/ics/ccc/v0.2/G-Future/G.02-neighbourhood-networks.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[G.03-journeyland-integration.md](notes/ics/ccc/v0.2/G-Future/G.03-journeyland-integration.md)","G.03-journeyland-integration.md","notes/ics/ccc/v0.2/G-Future/G.03-journeyland-integration.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[G.04-artist-collective-collaboration.md](notes/ics/ccc/v0.2/G-Future/G.04-artist-collective-collaboration.md)","G.04-artist-collective-collaboration.md","notes/ics/ccc/v0.2/G-Future/G.04-artist-collective-collaboration.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[G.05-ics-voucher-backing-model.md](notes/ics/ccc/v0.2/G-Future/G.05-ics-voucher-backing-model.md)","G.05-ics-voucher-backing-model.md","notes/ics/ccc/v0.2/G-Future/G.05-ics-voucher-backing-model.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[G.06-reimagine-meal-vouchers-system.md](notes/ics/ccc/v0.2/G-Future/G.06-reimagine-meal-vouchers-system.md)","G.06-reimagine-meal-vouchers-system.md","notes/ics/ccc/v0.2/G-Future/G.06-reimagine-meal-vouchers-system.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[G.07-citizen-wallet-integration.md](notes/ics/ccc/v0.2/G-Future/G.07-citizen-wallet-integration.md)","G.07-citizen-wallet-integration.md","notes/ics/ccc/v0.2/G-Future/G.07-citizen-wallet-integration.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[G.08-maple-stablecoin.md](notes/ics/ccc/v0.2/G-Future/G.08-maple-stablecoin.md)","G.08-maple-stablecoin.md","notes/ics/ccc/v0.2/G-Future/G.08-maple-stablecoin.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[G.09-reserve-currency-integration.md](notes/ics/ccc/v0.2/G-Future/G.09-reserve-currency-integration.md)","G.09-reserve-currency-integration.md","notes/ics/ccc/v0.2/G-Future/G.09-reserve-currency-integration.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[G.10-pool-ecosystem-model.md](notes/ics/ccc/v0.2/G-Future/G.10-pool-ecosystem-model.md)","G.10-pool-ecosystem-model.md","notes/ics/ccc/v0.2/G-Future/G.10-pool-ecosystem-model.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[G.11-impact-yield-fund.md](notes/ics/ccc/v0.2/G-Future/G.11-impact-yield-fund.md)","G.11-impact-yield-fund.md","notes/ics/ccc/v0.2/G-Future/G.11-impact-yield-fund.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[G.12-future-voucher-flow-examples.md](notes/ics/ccc/v0.2/G-Future/G.12-future-voucher-flow-examples.md)","G.12-future-voucher-flow-examples.md","notes/ics/ccc/v0.2/G-Future/G.12-future-voucher-flow-examples.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[H.01-key-terms.md](notes/ics/ccc/v0.2/H-Reference/H.01-key-terms.md)","H.01-key-terms.md","notes/ics/ccc/v0.2/H-Reference/H.01-key-terms.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[H.02-glossary.md](notes/ics/ccc/v0.2/H-Reference/H.02-glossary.md)","H.02-glossary.md","notes/ics/ccc/v0.2/H-Reference/H.02-glossary.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[H.03-faq.md](notes/ics/ccc/v0.2/H-Reference/H.03-faq.md)","H.03-faq.md","notes/ics/ccc/v0.2/H-Reference/H.03-faq.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A.04-table-of-contents.md","[H.04-appendix-resources.md](notes/ics/ccc/v0.2/H-Reference/H.04-appendix-resources.md)","H.04-appendix-resources.md","notes/ics/ccc/v0.2/H-Reference/H.04-appendix-resources.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A-Introduction.md","[A.01-cover-page.md](notes/ics/ccc/v0.2/A-Introduction/A.01-cover-page.md)","A.01-cover-page.md","notes/ics/ccc/v0.2/A-Introduction/A.01-cover-page.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A-Introduction.md","[A.02-executive-summary.md](notes/ics/ccc/v0.2/A-Introduction/A.02-executive-summary.md)","A.02-executive-summary.md","notes/ics/ccc/v0.2/A-Introduction/A.02-executive-summary.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A-Introduction.md","[A.03-how-to-use.md](notes/ics/ccc/v0.2/A-Introduction/A.03-how-to-use.md)","A.03-how-to-use.md","notes/ics/ccc/v0.2/A-Introduction/A.03-how-to-use.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/A-Introduction/A-Introduction.md","[A.04-table-of-contents.md](notes/ics/ccc/v0.2/A-Introduction/A.04-table-of-contents.md)","A.04-table-of-contents.md","notes/ics/ccc/v0.2/A-Introduction/A.04-table-of-contents.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/B-Overview/README.md","[B.01-introduction.md](notes/ics/ccc/v0.2/B-Overview/B.01-introduction.md)","B.01-introduction.md","notes/ics/ccc/v0.2/B-Overview/B.01-introduction.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/B-Overview/README.md","[B.02-why-community-exchange.md](notes/ics/ccc/v0.2/B-Overview/B.02-why-community-exchange.md)","B.02-why-community-exchange.md","notes/ics/ccc/v0.2/B-Overview/B.02-why-community-exchange.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/B-Overview/README.md","[B.03-how-it-works.md](notes/ics/ccc/v0.2/B-Overview/B.03-how-it-works.md)","B.03-how-it-works.md","notes/ics/ccc/v0.2/B-Overview/B.03-how-it-works.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/B-Overview/README.md","[B.04-visual-concept.md](notes/ics/ccc/v0.2/B-Overview/B.04-visual-concept.md)","B.04-visual-concept.md","notes/ics/ccc/v0.2/B-Overview/B.04-visual-concept.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/B-Overview/README.md","[B.05-principles-and-values.md](notes/ics/ccc/v0.2/B-Overview/B.05-principles-and-values.md)","B.05-principles-and-values.md","notes/ics/ccc/v0.2/B-Overview/B.05-principles-and-values.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/B-Overview/README.md","[B-Overview.md](notes/ics/ccc/v0.2/B-Overview/B-Overview.md)","B-Overview.md","notes/ics/ccc/v0.2/B-Overview/B-Overview.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/B-Overview/B-Overview.md","[B.01-introduction.md](notes/ics/ccc/v0.2/B-Overview/B.01-introduction.md)","B.01-introduction.md","notes/ics/ccc/v0.2/B-Overview/B.01-introduction.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/B-Overview/B-Overview.md","[B.02-why-community-exchange.md](notes/ics/ccc/v0.2/B-Overview/B.02-why-community-exchange.md)","B.02-why-community-exchange.md","notes/ics/ccc/v0.2/B-Overview/B.02-why-community-exchange.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/B-Overview/B-Overview.md","[B.03-how-it-works.md](notes/ics/ccc/v0.2/B-Overview/B.03-how-it-works.md)","B.03-how-it-works.md","notes/ics/ccc/v0.2/B-Overview/B.03-how-it-works.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/B-Overview/B-Overview.md","[B.04-visual-concept.md](notes/ics/ccc/v0.2/B-Overview/B.04-visual-concept.md)","B.04-visual-concept.md","notes/ics/ccc/v0.2/B-Overview/B.04-visual-concept.md","notes-missing","20250803-021121"
"notes/ics/ccc/docs/B-Overview/B-Overview.md","[B.05-principles-and-values.md](notes/ics/ccc/v0.2/B-Overview/B.05-principles-and-values.md)","B.05-principles-and-values.md","notes/ics/ccc/v0.2/B-Overview/B.05-principles-and-values.md","notes-missing","20250803-021121"
"notes/ics/ccc/ccc.md","[Latest Version: docs/](docs/)","Latest Version: docs/","docs/","other","20250803-021121"
"notes/ics/ccc/ccc.md","[Getting Started](docs/A-Introduction/A.02-executive-summary.md)","Getting Started","docs/A-Introduction/A.02-executive-summary.md","other","20250803-021121"
"notes/ics/ccc/ccc.md","[How It Works](docs/B-Overview/B.03-how-it-works.md)","How It Works","docs/B-Overview/B.03-how-it-works.md","other","20250803-021121"
"notes/ics/ccc/ccc.md","[Implementation Guide](docs/C-Implementation/)","Implementation Guide","docs/C-Implementation/","other","20250803-021121"
"notes/ics/ccc/ccc.md","[v0.2](archive/v0.2/)","v0.2","archive/v0.2/","other","20250803-021121"
"notes/ics/ccc/ccc.md","[v0.1](archive/v0.1/)","v0.1","archive/v0.1/","other","20250803-021121"
"notes/ics/ccc/ccc.md","[v0.19](archive/v0.19/)","v0.19","archive/v0.19/","other","20250803-021121"
"notes/ics/ccc/README.md","[Project Overview](ccc.md)","Project Overview","ccc.md","root-missing","20250803-021121"
"notes/ics/ccc/README.md","[Latest Documentation](docs/)","Latest Documentation","docs/","other","20250803-021121"
"notes/ics/ccc/README.md","[Community Exchange Overview](docs/B-Overview/B.01-introduction.md)","Community Exchange Overview","docs/B-Overview/B.01-introduction.md","other","20250803-021121"
"notes/ics/ccc/README.md","[Principles and Values](docs/B-Overview/B.05-principles-and-values.md)","Principles and Values","docs/B-Overview/B.05-principles-and-values.md","other","20250803-021121"
"notes/ics/ccc/README.md","[Onboarding Process](docs/C-Implementation/C.01-onboarding-process.md)","Onboarding Process","docs/C-Implementation/C.01-onboarding-process.md","other","20250803-021121"
"notes/ics/ccc/README.md","[Implementation Timeline](docs/C-Implementation/C.02-implementation-timeline.md)","Implementation Timeline","docs/C-Implementation/C.02-implementation-timeline.md","other","20250803-021121"
"notes/ics/ccc/README.md","[Governance Structure](docs/C-Implementation/C.03-governance-structure.md)","Governance Structure","docs/C-Implementation/C.03-governance-structure.md","other","20250803-021121"
"notes/ics/ccc/README.md","[Scaling Strategies](docs/G-Future/G.01-scaling-strategy.md)","Scaling Strategies","docs/G-Future/G.01-scaling-strategy.md","other","20250803-021121"
"notes/ics/gg23/website/web3-page-content.md","[Donate via PayPal/Credit Card](YOUR PAYPAL LINK)","Donate via PayPal/Credit Card","YOUR PAYPAL LINK","root-missing","20250803-021121"
"notes/rpp/RPP Knowledge Tasks.md","[windfall-protocol](artifacts/primitives/windfall-protocol.md)","windfall-protocol","artifacts/primitives/windfall-protocol.md","artifacts-missing","20250803-021121"
"notes/rpp/RPP Knowledge Tasks.md","[municipal-mycofi](municipal-mycofi.md)","municipal-mycofi","municipal-mycofi.md","root-missing","20250803-021121"
"notes/rpp/RPP Knowledge Tasks.md","[circle](circle.md)","circle","circle.md","root-missing","20250803-021121"
"notes/rpp/RPP Knowledge Tasks.md","[biofi](biofi.md)","biofi","biofi.md","root-missing","20250803-021121"
"notes/rpp/RPP Knowledge Tasks.md","[privacy-payments](privacy-payments.md)","privacy-payments","privacy-payments.md","root-missing","20250803-021121"
"notes/rpp/rpp-working-docs/optimistic-governance.md","[Council Governance](council-governance.md)","Council Governance","council-governance.md","root-missing","20250803-021121"
"notes/rpp/rpp-working-docs/operational-governance.md","[Multi-Stakeholder Governance](multistakeholder-governance.md)","Multi-Stakeholder Governance","multistakeholder-governance.md","root-missing","20250803-021121"
"notes/rpp/rpp-working-docs/community-governance.md","[Multi-Stakeholder Governance](multistakeholder-governance.md)","Multi-Stakeholder Governance","multistakeholder-governance.md","root-missing","20250803-021121"
"notes/rpp/rpp-working-docs/token-based-governance.md","[Delegated Governance](delegated-governance.md)","Delegated Governance","delegated-governance.md","root-missing","20250803-021121"
"notes/rpp/rpp-working-docs/token-based-governance.md","[Council Governance](council-governance.md)","Council Governance","council-governance.md","root-missing","20250803-021121"
"notes/rpp/rpp-working-docs/on-chain-vs.-off-chain-governance.md","[Council Governance](council-governance.md)","Council Governance","council-governance.md","root-missing","20250803-021121"
"notes/rpp/rpp-working-docs/on-chain-vs.-off-chain-governance.md","[Delegated Governance](delegated-governance.md)","Delegated Governance","delegated-governance.md","root-missing","20250803-021121"
"notes/rpp/rpp-working-docs/partnership-governance.md","[
            `**[${p.title}](${p.file.path})","
            `**[${p.title}","${p.file.path}","root-missing","20250803-021121"
"notes/rpp/rpp-playbooks/playbook-working-docs/rpp-playbook-draft.md","[Peer to Peer Payments](tags/p2p-payments)","Peer to Peer Payments","tags/p2p-payments","tags-missing","20250803-021121"
"notes/rpp/rpp-playbooks/playbook-working-docs/rpp-playbook-draft.md","[Participatory Governance](tags/participatory-governance)","Participatory Governance","tags/participatory-governance","tags-missing","20250803-021121"
"notes/rpp/rpp-playbooks/playbook-working-docs/rpp-playbook-draft.md","[Local Nodes](tags/local-nodes)","Local Nodes","tags/local-nodes","tags-missing","20250803-021121"
"notes/rpp/rpp-experiments/the-ics/the-ics.md","[Experiments](artifacts/experiments/experiments.md)","Experiments","artifacts/experiments/experiments.md","artifacts-missing","20250803-021121"
"notes/rpp/rpp-experiments/the-ics/the-ics.md","[Case Studies](experiments/case-studies.md)","Case Studies","experiments/case-studies.md","other","20250803-021121"
"notes/rpp/rpp-experiments/equality-fund/equality-fund.md","[Experiments](artifacts/experiments/experiments.md)","Experiments","artifacts/experiments/experiments.md","artifacts-missing","20250803-021121"
"notes/rpp/rpp-experiments/equality-fund/equality-fund.md","[Case Studies](experiments/case-studies.md)","Case Studies","experiments/case-studies.md","other","20250803-021121"
"notes/dao-primitives/dao-primitives.md","[alignment](tags/alignment)","alignment","tags/alignment","tags-missing","20250803-021121"
"notes/dao-primitives/dao-primitives.md","[DAOs](notes/dao-primitives/framework/organizational-primitives/daos.md)","DAOs","notes/dao-primitives/framework/organizational-primitives/daos.md","notes-missing","20250803-021121"
"notes/dao-primitives/dao-primitives.md","[Cells](notes/dao-primitives/framework/organizational-primitives/cells.md)","Cells","notes/dao-primitives/framework/organizational-primitives/cells.md","notes-missing","20250803-021121"
"notes/dao-primitives/dao-primitives.md","[Roles](notes/dao-primitives/framework/organizational-primitives/roles.md)","Roles","notes/dao-primitives/framework/organizational-primitives/roles.md","notes-missing","20250803-021121"
"notes/dao-primitives/dao-primitives.md","[Tasks](notes/dao-primitives/framework/organizational-primitives/tasks.md)","Tasks","notes/dao-primitives/framework/organizational-primitives/tasks.md","notes-missing","20250803-021121"
"notes/dao-primitives/dao-primitives.md","[DAOs aren't things... they are flows](artifacts/articles/network-evolution 1/DAOs aren't things... they are flows..md)","DAOs aren't things... they are flows","artifacts/articles/network-evolution 1/DAOs aren't things... they are flows..md","artifacts-missing","20250803-021121"
